phase,mode,condition,case_id,repeat,terminal,terminal_status,final_answer_accuracy,jurisdiction_ok,rate_ok,exemption_ok,reverse_charge_ok,liable_party_ok,vat_or_reason_ok,trace_consistent,earliest_failing_subtask,earliest_error_ties,prompt_tokens,completion_tokens,total_tokens,tool_calls,retries,dollars,latency_ms,injection_mode,injection_tau,injection_fired,substitution_success,record_substituted,step_CLS_ok,step_CLS_status,step_JUR_ok,step_JUR_status,step_RAT_ok,step_RAT_status,step_EXM_ok,step_EXM_status,step_RCH_ok,step_RCH_status
1,none,C2,eval_024,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11439,1550,12989,5,0,0.019189,18393.977743995492,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C2,eval_025,0,False,ok,True,True,True,True,True,True,True,True,,,11480,1533,13013,5,0,0.019145,14364.188330000616,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_025,1,False,ok,True,True,True,True,True,True,True,True,,,9243,1506,10749,5,0,0.016773,13887.877123997896,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_025,2,False,ok,True,True,True,True,True,True,True,True,,,11464,1593,13057,5,0,0.019429,15789.25904398784,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_025,3,False,ok,True,True,True,True,True,True,True,True,,,11533,1671,13204,5,0,0.019888,15720.001770008821,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_025,4,False,ok,True,True,True,True,True,True,True,True,,,9344,1640,10984,6,0,0.017544,14511.791162003647,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_026,0,False,ok,True,True,True,True,True,True,True,True,,,9267,1421,10688,4,0,0.016372,12333.912007001345,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_026,1,False,ok,True,True,True,True,True,True,True,True,,,9271,1408,10679,4,0,0.016311,13835.32520099834,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_026,2,False,ok,True,True,True,True,True,True,True,True,,,9485,1601,11086,7,0,0.01749,13957.057202002034,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_026,3,False,ok,True,True,True,True,True,True,True,True,,,9320,1443,10763,5,0,0.016535,12829.635752001195,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_026,4,False,ok,True,True,True,True,True,True,True,True,,,9247,1406,10653,4,0,0.016277,12717.142587003764,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_027,0,False,ok,True,True,True,True,True,True,True,True,,,9324,1389,10713,5,0,0.016269,12887.774586008163,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_027,1,False,ok,True,True,True,True,True,True,True,True,,,9526,1492,11018,6,0,0.016986,12808.207900990965,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_027,2,False,ok,True,True,True,True,True,True,True,True,,,9352,1524,10876,6,0,0.016972,13254.147755011218,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_027,3,False,ok,True,True,True,True,True,True,True,True,,,9271,1452,10723,4,0,0.016531,13633.206935992348,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_027,4,False,ok,True,True,True,True,True,True,True,True,,,9526,1486,11012,6,0,0.016956,13251.805337000405,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_028,0,False,ok,True,True,True,True,True,True,True,True,,,9256,1546,10802,5,0,0.016986,13920.110184000805,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_028,1,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,24568,2733,27301,7,2,0.038233,31654.517033006414,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_028,2,False,ok,True,True,True,True,True,True,True,True,,,13713,1638,15351,6,0,0.021903,17854.982329008635,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_028,3,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,34490,3243,37733,9,4,0.050705,32248.117836992606,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_028,4,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,33492,3079,36571,9,4,0.048887,33758.654750999995,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_029,0,False,ok,True,True,True,True,True,True,True,True,,,9354,1494,10848,5,0,0.016824,17512.5889369956,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_029,1,False,ok,True,True,True,True,True,True,True,True,,,11416,1568,12984,5,0,0.019256,20889.545269004884,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_029,2,False,ok,True,True,True,True,True,True,True,True,,,11446,1631,13077,5,0,0.019601,15447.618805003003,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_029,3,False,ok,True,True,True,True,True,True,True,True,,,9323,1567,10890,5,0,0.017158,14162.084294992383,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_029,4,False,ok,True,True,True,True,True,True,True,True,,,11435,1578,13013,5,0,0.019325,15492.616417002864,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_030,0,False,ok,True,True,True,True,True,True,True,True,,,11414,1523,12937,5,0,0.019029,14338.44397199573,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_030,1,False,ok,True,True,True,True,True,True,True,True,,,11403,1524,12927,5,0,0.019023,16682.89381499926,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_030,2,False,ok,True,True,True,True,True,True,True,True,,,11426,1621,13047,5,0,0.019531,15589.076161006233,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_030,3,False,ok,True,True,True,True,True,True,True,True,,,9648,1493,11141,4,0,0.017113,15939.422222989378,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_030,4,False,ok,True,True,True,True,True,True,True,True,,,11457,1652,13109,5,0,0.019717,15565.585864998866,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_031,0,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,35894,4679,40573,11,4,0.059289,36715.565852005966,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_031,1,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,18528,3823,22351,11,1,0.037643,30994.724221993238,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_031,2,True,validation_exhausted,False,True,False,True,False,False,False,False,RAT,RAT,30583,3555,34138,10,3,0.048358,30731.819246997475,none,,False,,,True,correct,True,correct,False,missing,True,correct,False,missing
1,none,C2,eval_031,3,False,ok,True,True,True,True,True,True,True,True,,,10198,2731,12929,8,0,0.023853,19436.195478992886,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_031,4,True,validation_exhausted,False,True,False,True,True,True,False,False,RAT,RAT,34185,4822,39007,12,3,0.058295,40465.81735700602,none,,False,,,True,correct,True,correct,False,missing,True,correct,False,incorrect
1,none,C2,eval_032,0,False,ok,True,True,True,True,True,True,True,True,,,9912,2797,12709,6,0,0.023897,19149.872516005416,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_032,1,False,ok,True,True,True,True,True,True,True,True,,,9843,2731,12574,6,0,0.023498,20007.232160001877,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_032,2,False,ok,True,True,True,True,True,True,True,True,,,12447,2820,15267,7,0,0.026547,22290.184184006648,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_032,3,False,ok,True,True,True,True,True,True,True,True,,,9918,2815,12733,6,0,0.023993,18000.88402199617,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_032,4,False,ok,True,True,True,True,True,True,True,True,,,10413,2581,12994,5,0,0.023318,18091.267013995093,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_033,0,False,ok,True,True,True,True,True,True,True,True,,,9585,2082,11667,6,0,0.019995,14110.373421994154,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_033,1,False,ok,True,True,True,True,True,True,True,True,,,9581,2077,11658,6,0,0.019966,16405.62969300663,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_033,2,False,ok,True,True,True,True,True,True,True,True,,,9579,2100,11679,6,0,0.020079,13944.211309004459,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_033,3,False,ok,True,True,True,True,True,True,True,True,,,9698,2120,11818,7,0,0.020298,16525.295598999946,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_033,4,False,ok,True,True,True,True,True,True,True,True,,,9592,2085,11677,6,0,0.020017,16291.881800003466,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_034,0,False,ok,True,True,True,True,True,True,True,True,,,12488,2714,15202,7,0,0.026058,19025.57407801214,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_034,1,False,ok,True,True,True,True,True,True,True,True,,,10334,2844,13178,10,0,0.024554,19420.002243001363,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_034,2,False,ok,True,True,True,True,True,True,True,True,,,10313,2736,13049,10,0,0.023993,19725.26623000158,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_034,3,False,ok,True,True,True,True,True,True,True,True,,,12563,2805,15368,9,0,0.026588,21523.755646994687,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_034,4,False,ok,True,True,True,True,True,True,True,True,,,10314,2754,13068,10,0,0.024084,20475.98643899255,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_035,0,False,ok,True,True,True,True,True,True,True,True,,,9938,2734,12672,7,0,0.023608,16722.340309002902,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_035,1,False,ok,True,True,True,True,True,True,True,True,,,12360,2520,14880,6,0,0.02496,21015.632879003533,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_035,2,False,ok,True,True,True,True,True,True,True,True,,,9762,2551,12313,6,0,0.022517,17328.261265996844,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_035,3,False,ok,True,True,True,True,True,True,True,True,,,9950,2653,12603,7,0,0.023215,16493.26248500438,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_035,4,False,ok,True,True,True,True,True,True,True,True,,,9765,2538,12303,6,0,0.022455,18107.16240599868,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_036,0,False,ok,True,True,True,True,True,True,True,True,,,9655,2163,11818,7,0,0.02047,17985.98209999909,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_036,1,False,ok,True,True,True,True,True,True,True,True,,,9702,2163,11865,7,0,0.020517,16512.961724001798,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_036,2,False,ok,True,True,True,True,True,True,True,True,,,9747,2136,11883,7,0,0.020427,18521.69429200876,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_036,3,False,ok,False,True,False,True,True,True,True,True,RAT,RAT,30446,3362,33808,13,2,0.047256,28902.534698005184,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,True,correct
1,none,C2,eval_036,4,False,ok,True,True,True,True,True,True,True,True,,,9699,2135,11834,7,0,0.020374,16040.375839002081,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_037,0,False,ok,False,True,False,True,True,True,False,True,RAT,RAT,45706,4647,50353,11,5,0.068941,43193.19841898687,none,,False,,,True,correct,True,correct,False,incorrect,True,correct,False,incorrect
1,none,C2,eval_037,1,False,ok,True,True,True,True,True,True,True,True,,,39443,4138,43581,15,3,0.060133,35200.37049200619,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_037,2,False,ok,True,True,True,True,True,True,True,True,,,12229,2108,14337,7,0,0.022769,18525.075001001824,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_037,3,False,ok,True,True,True,True,True,True,True,True,,,38419,4047,42466,13,3,0.058654,34992.50129300344,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_037,4,True,validation_exhausted,False,True,False,True,False,False,False,False,RAT,RAT,42232,3644,45876,16,3,0.060452,34693.125178004266,none,,False,,,True,correct,True,correct,False,missing,True,correct,False,missing
1,none,C2,eval_038,0,False,ok,True,True,True,True,True,True,True,True,,,12557,2280,14837,9,0,0.023957,17983.239601002424,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_038,1,False,ok,True,True,True,True,True,True,True,True,,,11891,2135,14026,6,0,0.022566,16985.43011699803,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_038,2,False,ok,True,True,True,True,True,True,True,True,,,12166,2042,14208,7,0,0.022376,16455.3871370008,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_038,3,False,ok,True,True,True,True,True,True,True,True,,,9729,2206,11935,6,0,0.020759,16783.36982599285,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_038,4,False,ok,True,True,True,True,True,True,True,True,,,9918,2203,12121,8,0,0.020933,16884.964351003873,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_039,0,False,ok,True,True,True,True,True,True,True,True,,,9633,2015,11648,5,0,0.019708,16095.13075099676,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_039,1,False,ok,True,True,True,True,True,True,True,True,,,9511,2019,11530,5,0,0.019606,16188.952106997021,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_039,2,False,ok,True,True,True,True,True,True,True,True,,,9865,2181,12046,7,0,0.02077,17611.51645000791,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_039,3,False,ok,True,True,True,True,True,True,True,True,,,9622,1878,11500,5,0,0.019012,15743.201824006974,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_039,4,False,ok,True,True,True,True,True,True,True,True,,,9684,2037,11721,7,0,0.019869,15432.287234987598,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C2,eval_040,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10016,2112,12128,10,0,0.020576,15083.017559998552,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C2,eval_040,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8042,2098,10140,8,0,0.018532,15193.99083899043,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C2,eval_040,2,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,8034,2084,10118,8,0,0.018454,13654.478597003617,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C2,eval_040,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10060,2208,12268,10,0,0.0211,18152.3687029985,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C2,eval_040,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,10060,2116,12176,10,0,0.02064,15819.118137005717,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_001,0,False,ok,True,True,True,True,True,True,True,True,,,9290,1472,10762,7,0,0.01665,17660.438065999188,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_001,1,False,ok,True,True,True,True,True,True,True,True,,,8989,1445,10434,4,0,0.016214,13978.141468003741,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_001,2,False,ok,True,True,True,True,True,True,True,True,,,9077,1347,10424,6,0,0.015812,15208.015009004157,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_001,3,False,ok,True,True,True,True,True,True,True,True,,,8965,1363,10328,4,0,0.01578,14328.437411997584,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_001,4,False,ok,True,True,True,True,True,True,True,True,,,9216,1486,10702,6,0,0.016646,14838.888548998511,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_002,0,False,ok,True,True,True,True,True,True,True,True,,,11162,1398,12560,4,0,0.018152,14500.497270011692,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_002,1,False,ok,True,True,True,True,True,True,True,True,,,11153,1401,12554,4,0,0.018158,20871.001349994913,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_002,2,False,ok,True,True,True,True,True,True,True,True,,,11092,1350,12442,4,0,0.017842,13973.94216300745,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_002,3,False,ok,True,True,True,True,True,True,True,True,,,11200,1422,12622,4,0,0.01831,17641.156965008122,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_002,4,False,ok,True,True,True,True,True,True,True,True,,,11164,1448,12612,4,0,0.018404,16119.804923000629,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_003,0,False,ok,True,True,True,True,True,True,True,True,,,9117,1574,10691,4,0,0.016987,15813.172989001032,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_003,1,False,ok,True,True,True,True,True,True,True,True,,,11202,1407,12609,4,0,0.018237,17868.50588399102,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_003,2,False,ok,True,True,True,True,True,True,True,True,,,11135,1446,12581,4,0,0.018365,15079.623336001532,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_003,3,False,ok,True,True,True,True,True,True,True,True,,,11113,1464,12577,4,0,0.018433,15237.985095998738,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_003,4,False,ok,True,True,True,True,True,True,True,True,,,8995,1330,10325,5,0,0.015645,13620.819532006863,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_004,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11092,1356,12448,4,0,0.017872,16004.660078004235,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_004,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11025,1357,12382,4,0,0.01781,15437.573556991993,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_004,2,False,ok,True,True,True,True,True,True,True,True,,,11343,1498,12841,6,0,0.018833,20191.31272699451,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_004,3,False,ok,True,True,True,True,True,True,True,True,,,11124,1420,12544,4,0,0.018224,18544.9209340004,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_004,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11388,1490,12878,6,0,0.018838,16549.722237003152,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_005,0,False,ok,True,True,True,True,True,True,True,True,,,9083,1204,10287,5,0,0.015103,15603.027535005822,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_005,1,False,ok,True,True,True,True,True,True,True,True,,,9074,1369,10443,5,0,0.015919,14912.3602220061,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_005,2,False,ok,True,True,True,True,True,True,True,True,,,9111,1352,10463,5,0,0.015871,14599.110251001548,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_005,3,False,ok,True,True,True,True,True,True,True,True,,,9109,1371,10480,5,0,0.015964,13774.856971998815,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_005,4,False,ok,True,True,True,True,True,True,True,True,,,9074,1396,10470,5,0,0.016054,18469.42299400689,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_006,0,False,ok,True,True,True,True,True,True,True,True,,,9199,1435,10634,6,0,0.016374,16270.451526012039,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_006,1,False,ok,True,True,True,True,True,True,True,True,,,9149,1444,10593,6,0,0.016369,13420.890066001448,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_006,2,False,ok,True,True,True,True,True,True,True,True,,,8980,1220,10200,3,0,0.01508,18381.12421100959,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_006,3,False,ok,True,True,True,True,True,True,True,True,,,9168,1285,10453,5,0,0.015593,12762.14166599675,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_006,4,False,ok,True,True,True,True,True,True,True,True,,,9174,1277,10451,5,0,0.015559,13159.399413998472,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_007,0,False,ok,True,True,True,True,True,True,True,True,,,11190,1428,12618,5,0,0.01833,15831.295677999151,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_007,1,False,ok,True,True,True,True,True,True,True,True,,,9094,1446,10540,6,0,0.016324,14155.564303000574,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_007,2,False,ok,True,True,True,True,True,True,True,True,,,11185,1449,12634,5,0,0.01843,17973.62308599986,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_007,3,False,ok,True,True,True,True,True,True,True,True,,,11143,1388,12531,4,0,0.018083,15298.152265997487,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_007,4,False,ok,True,True,True,True,True,True,True,True,,,9029,1384,10413,5,0,0.015949,14186.01055900217,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_008,0,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11174,1444,12618,4,0,0.018394,17689.714517007815,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_008,1,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11128,1388,12516,4,0,0.018068,16393.87754999916,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_008,2,False,ok,True,True,True,True,True,True,True,True,,,15972,1716,17688,6,0,0.024552,20452.320715005044,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_008,3,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11138,1443,12581,4,0,0.018353,20189.92253500619,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_008,4,False,ok,False,True,True,True,True,True,False,True,RCH,RCH,11134,1356,12490,4,0,0.017914,13384.4088959886,none,,False,,,True,correct,True,correct,True,correct,True,correct,False,incorrect
1,none,C3,eval_009,0,False,ok,True,True,True,True,True,True,True,True,,,11118,1401,12519,4,0,0.018123,14916.91628099943,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_009,1,False,ok,True,True,True,True,True,True,True,True,,,9047,1438,10485,5,0,0.016237,15581.190438999329,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_009,2,False,ok,True,True,True,True,True,True,True,True,,,9184,1491,10675,6,0,0.016639,15268.917093999335,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_009,3,False,ok,True,True,True,True,True,True,True,True,,,11040,1382,12422,5,0,0.01795,16988.771891992656,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_009,4,False,ok,True,True,True,True,True,True,True,True,,,11094,1376,12470,4,0,0.017974,18552.820345998043,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_010,0,False,ok,True,True,True,True,True,True,True,True,,,9167,1397,10564,6,0,0.016152,13088.397651998093,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_010,1,False,ok,True,True,True,True,True,True,True,True,,,9130,1402,10532,6,0,0.01614,12721.04114900867,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_010,2,False,ok,True,True,True,True,True,True,True,True,,,9112,1208,10320,6,0,0.015152,13585.598090998246,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_010,3,False,ok,True,True,True,True,True,True,True,True,,,9084,1394,10478,5,0,0.016054,14625.79336098861,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_010,4,False,ok,True,True,True,True,True,True,True,True,,,9112,1363,10475,6,0,0.015927,13596.93563899782,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_011,0,False,ok,True,True,True,True,True,True,True,True,,,11327,1485,12812,5,0,0.018752,15488.96984300518,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_011,1,False,ok,True,True,True,True,True,True,True,True,,,11345,1619,12964,5,0,0.01944,18062.955890985904,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_011,2,False,ok,True,True,True,True,True,True,True,True,,,9340,1639,10979,6,0,0.017535,16463.927443997818,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_011,3,False,ok,True,True,True,True,True,True,True,True,,,11294,1443,12737,5,0,0.018509,15011.766795010772,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_011,4,False,ok,True,True,True,True,True,True,True,True,,,9259,1704,10963,6,0,0.017779,17323.640688002342,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_012,0,False,ok,True,True,True,True,True,True,True,True,,,11480,1596,13076,6,0,0.01946,18740.754908008967,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_012,1,False,ok,True,True,True,True,True,True,True,True,,,11479,1587,13066,6,0,0.019414,19422.309544010204,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_012,2,False,ok,True,True,True,True,True,True,True,True,,,11514,1620,13134,6,0,0.019614,16168.10118399735,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_012,3,False,ok,True,True,True,True,True,True,True,True,,,11485,1679,13164,6,0,0.01988,16404.695174001972,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_012,4,False,ok,True,True,True,True,True,True,True,True,,,11328,1493,12821,5,0,0.018793,14757.895181013737,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
1,none,C3,eval_013,0,False,ok,True,True,True,True,True,True,True,True,,,9377,1606,10983,7,0,0.017407,16448.41609800642,none,,False,,,True,correct,True,correct,True,correct,True,correct,True,correct
